1	-0.113909	0.020648	0.149156	0.996405	-0.064734
2	0.802679	0.125724	0.005083	-0.379422	-0.135541
3	0.129104	0.980665	0.144677	-0.204945	-0.012342
4	-0.185457	-0.288377	1.157493	-0.004016	-0.020065
5	-0.262093	1.11093	0.100649	0.214722	0.017125
6	0.041415	1.053057	-0.103231	-0.295094	-0.287752
7	1.510914	-0.142848	0.022192	-0.11447	-0.083744
8	0.405103	0.658646	-0.080385	-0.047495	1.00536
9	-0.116433	-0.153807	-0.132809	-0.084022	0.947711
10	-0.295523	0.280336	-0.230984	0.852465	0.060361
11	0.852821	-0.145805	-0.108242	-0.00341	0.239267
12	-0.276713	-0.22725	0.477222	0.083962	1.152416
13	0.007068	-0.034642	0.133991	0.035797	0.959799
14	-0.198813	0.154898	-0.145375	1.122263	0.092993
15	-0.054245	-0.179235	0.981067	-0.103432	-0.227475
16	0.07966	-0.022917	-0.215133	0.036242	1.053421
17	0.368905	0.160692	0.538585	1.020759	0.090105
18	0.152085	0.096975	1.032188	-0.000422	-0.024799
19	-0.185361	0.059426	0.14224	0.581215	1.043111
20	1.065082	-0.233005	-0.119731	0.182466	-0.379687
21	1.159356	0.537404	-0.297331	-0.335773	0.176709
22	0.131674	-0.12209	0.955916	0.146613	-0.035252
23	-0.150679	0.954872	-0.250019	0.292205	-0.103625
24	0.081677	0.123911	1.168022	0.129281	-0.081913
25	0.145206	0.113127	1.012178	-0.034258	-0.08873
26	-0.130466	-0.266464	1.182259	-0.196538	0.044937
27	0.314773	0.210426	1.147253	-0.14747	0.217025
28	1.062781	0.105386	-0.071842	-0.056193	-0.346647
29	0.064771	-0.115512	1.089247	0.066472	-0.042344
30	0.102883	-0.261185	0.931631	0.13734	-0.431567
31	0.135738	0.925013	0.066194	0.260525	-0.214562
32	0.107675	0.011808	-0.516843	1.005845	-0.744929
33	-0.510986	1.33493	-0.14197	-0.132034	0.111022
34	-0.12288	0.03046	0.920633	0.021764	-0.173615
35	0.166194	0.980115	0.189928	-0.154239	0.372528
36	-0.113688	-0.168586	0.979924	0.185333	-0.176654
37	0.369474	1.106893	0.010606	-0.035389	-0.131899
38	0.224354	-0.042876	1.322338	0.110199	0.005292
39	0.219053	-0.004124	0.222718	0.883699	0.468726
40	1.196966	-0.263644	-0.265453	0.013558	-0.092553
41	-0.090142	0.032544	1.073506	-0.006068	-0.126114
42	-0.178705	0.105807	-0.162405	0.058692	1.182182
43	0.138166	0.675451	-0.365628	-0.111267	0.616605
44	0.31003	-0.281246	-0.289448	0.053069	1.11821
45	0.227098	-0.009019	1.196199	0.227433	0.11313
46	0.274157	-0.188458	1.269265	-0.268058	-0.229579
47	1.288759	0.051138	0.169553	0.007271	0.041546
48	0.127336	0.321532	0.763408	0.008537	0.229143
49	-0.232203	0.152373	-0.210068	0.000575	1.169992
50	0.823629	-0.1113	0.072787	-0.148419	0.19766
51	0.104221	0.207983	-0.473561	0.665286	1.041453
52	-0.396367	-0.418689	0.026028	1.030472	-0.139433
53	1.058925	-0.005451	-0.542097	-0.143812	0.111281
54	-0.021454	-0.233178	-0.645674	0.965858	-0.386731
55	0.332069	-0.055034	0.021094	0.993203	-0.13477
56	-0.042477	1.025351	0.171994	-0.084862	-0.15894
57	-0.127491	0.893103	-0.242837	0.377485	-0.150259
58	-0.321907	0.074994	-0.095539	-0.520489	1.057151
59	0.244146	0.155914	-0.256399	-0.265731	1.252837
60	0.155342	1.50054	-0.319368	-0.163903	0.425944
